,body,category_info.name,epoch_time,id,location_info.address,location_info.plz,price,subject,type,user_alias,rooms,size,type_param
135,"Quartier verdoyant, proche de toutes les commodités, écoles et transports publics.
appartement de trois pièces et demie et hall
 cuisine agencée et entièrement équipée
 salle de bains avec baignoire/WC
 balcon
 cave à disposition",Appartements,1542282957,24671073,Chemin du Boisy 46,1004, 1'950.- par mois,Appartement rénové doté d'un balcon avec vue,u,Gérance Robert Crot & Cie SA,,80m²,Offres de location
136,"Dans le quartier dynamique de Sébeillon. Dessinés par des architectes de renom et labellisés «Minergie», ce nouveau bâtiment de qualité est à proximité du centre-ville et très accessible en transports publics.
Magnifique appartement moderne avec balcon.
Logement composé d'une cuisine agencée avec colonne lave/sèche-linge ouverte sur la salle à manger, d'un séjour avec balcon, de 2 chambres et d'une salle de bains avec baignoire.",Appartements,1542277708,23416059,Avenue de Sévelin 13 A,1004, 2'460.- par mois,Magnifique appartement moderne avec balcon.,u,Lausanne,3.5,90m²,Offres de location
137,"La Résidence « Vuachère Prestige » se situe dans l'un des quartiers les plus selects du centre de Lausanne. Édifiée en 2008 dans un cadre de verdure calme et résidentiel, l'immeuble est composé de 3 logements de standing offrant un très beau dégagement sur les Alpes et le lac.

Occupant la totalité du rez de chaussée, ce bien est au bénéfice de prestations haut de gamme et d'un spacieux jardin plein sud sécurisé et à l'abri des regards.

Sa distribution se compose de 4 chambres en suite avec dressing et salle d'eau, un grand bureau pouvant facilement être transformé en une 5ème chambre.

Deux places de parking intérieures et une grande cave complètent ce bien rare sur le marché et disponible de suite.",Appartements,1542277522,22623342,,1005, 2'800'000.-,Quartier de choix - Appartement avec jardin d,s,Verbel SA Lausanne,6,260m²,Offres de vente
138,"Quartier centré, proche de toutes les commodités. Métro à 2 pas. 
comprenant pièce principale, cuisinette agencée (évier avec 2 plaques et frigo). Douche et WC en commun sur l'étage. (pour clientèle féminine).",Appartements,1542273560,22365585,Rue de la Louve 2,1003, 710.- par mois,Studio meublé N° 51 au 5ème,u,galland & cie sa,1,9m²,Offres de location
139,"Proche des commodités et du centre ville.
Appartement rafraîchit de 80 m2 avec balcon
Le logement se compose comme suit :
- Hall d'entrée
- Séjour
- 3 chambres
- Cuisine partiellement agencée
- Salle de bains/WC
- Balcon",Appartements,1542258849,24664937,Rue des Jardins 24,1018, 1'978.- par mois,Appartement rafraîchit de 80 m2 avec balcon,u,Lausanne,4,80m²,Offres de location
140,"Quartier 1004 Lausanne, à deux pas de Beaulieu et proche des transports publics.
Bel appartement de 4.5 pièces d'environ 89m2 au 3ème étage.
Ce logement comprend: cuisine agencée fermée (neuve 2014), un séjour, 3 chambres à coucher, salle de bains / WC, WC séparés. 
 Grand balcon avec vue magnifique sur le lac. Possibilité de louer une place de parc extérieure en sus (CHF 140.-)",Appartements,1542258849,24664935,Chemin de Barberine 3,1004, 2'690.- par mois,Bel appartement de 4.5 pièces d'environ 89m2,u,Lausanne,4.5,89m²,Offres de location
141,"Cuisine : fenêtre, ouverte s/coin manger / Agencement : cuisinière électrique, frigo, hotte ventilation, lave-vaisselle / Caractéristiques : attique, balcon, hall, mansardé, réduit, cave",Appartements,1542258849,24664933,rue de la mebre 11,1033, 1'980.- par mois,Dernier étage,u,p.b.b.g. sa,3.5,100m²,Offres de location
142,"Immeuble situé à proximité du centre de Lausanne.
Appartement rafraîchit, proche de toutes les commodités
Le logement se compose comme suit :
- Hall d'entrée
- Séjour
- 2 chambres
- Cuisine partiellement agencée
- Salle de bains/WC",Appartements,1542258849,24664927,Rue des Jardins 26,1018, 1'720.- par mois,"Appartement rafraîchit, proche de toutes les",u,Lausanne,3,66m²,Offres de location
143,"A proximité des axes autoroutiers, proche des transports publics et de toutes commodités.
Studio idéal pour un étudiant.
Ce studio se compose de:
 Un hall d'entrée, une pièce principale avec parquet, cuisine avec frigo, salle de bains/WC.
Possibilité de louer une place de parc intérieure au prix de CHF 130.00/mois.",Appartements,1542258849,24664904,Avenue de Valmont 12,1010, 1'000.- par mois,Studio idéal pour un étudiant.,u,Lausanne,1,37m²,Offres de location
144,"Proche de toutes commodités et des importants axes routiers.
Appartement rénové. Idéal pour célibataire ou jeune couple.
Logement composé d'une cuisine agencée ouverte sur le séjour, d'une chambre et d'une salle de bains avec baignoire.",Appartements,1542258849,24664885,Avenue d' Echallens 102,1004, 1'360.- par mois,Appartement rénové. Idéal pour célibataire ou,u,Lausanne,2,46m²,Offres de location
145,"Dans un quartier proche de toutes les commodités
 Appartement de une pièce au 1er étage comprenant une pièce principale, une cuisinette équipée et une salle de bains-WC.",Appartements,1542258849,24664876,Chemin du Bois-Murat 5,1066, 970.- par mois,Appartement de 1 pièce au 1er étage,u,Succursale de Lausanne,1,,Offres de location
146,"Apprécier les couleurs d'automne depuis votre maison sans vis-à-vis...

Ce bien propose 3 chambres à coucher à l'étage, un bureau ou petite chambre au rez et un grand disponible au sous-sol.
La cuisine est traversante avec équipement récent (plaques à induction, four à vapeur, etc.)
La pièce à vivre ""en L"" totalise 30m2 et donne accès à la véranda chauffée offrant 13.5 m2 supplémentaires

Jardin de 300m2, avec petit potager
Garage-box et 4-5 places de parc extérieures

Dossier complet sur demande
Pour toute information et visite: Karin Baumann 

A visiter absolument!",Maisons,1542238522,24681503,,1066, 1'360'000.-,"A Epalinges, maison jumelle sans vis-à-vis...",s,Reference 5 Immobilier SA,5.5,130m²,Offres de vente
147,"3-4-5 room cosy or luxury furnished apartments in quiet areas close to the train St. and highway. Pro WiFi. All inclusive including parking places. Cleaning and laundry services inclusive!
Daily, monthly or long term rent. Decreasing prices.
Electric mobility available too.
The more U stay the less U pay!

Une grande variété de 3-4-5 pces meublés contemporain ou standing en zone centrale lac et gare. Proche gare bus et autoroute. Equipement, literie etc. haut de gamme. Pro WiFi avec Swisscom tv. Buanderies privées.
Tous frais inclus avec pl. de parc ou garage. Au jour, au mois ou longue durée. Nettoyage et services buanderie inclus. Tarifs dégressifs.
Voitures électriques à disposition.",Appartements,1542236465,21239190,Centre Ouchy,1003, 2'600.- par mois,Downtown & south areas. Luxury 3 to 4 room fl,u,SMI Swiss Mountains Investments SA,3.5,120m²,Offres de location
148,"Au c?ur de la ville et à quelques pas de la gare, cet appartement neuf bénéficie d?une splendide vue sur le lac et les montagnes.

Ce magnifique appartement de 4.5 pièces bénéficie d'une pièce à vivre d'environ 70 m2 et profite d'une magnifique vue sur le lac et les Alpes tout en étant à deux pas de la gare et de toutes les commodités. 

Les appartements sont modulables ; il est encore également possible de modifier la configuration intérieure.

Les grandes baies vitrées et l'orientation sud apportent une luminosité optimale.

Pour un dossier complet, merci de remplir le formulaire ou me contacter par téléphone au .",Appartements,1542220249,20352683,,1003, 2'100'000.-,A 2 pas de la gare: Attique neufavec terrasse,s,Habitatlac Sàrl,5.5,,Offres de vente
149,"Idéalement situé, au c?ur de la ville et à quelques pas de la gare, cet appartement neuf  pièces bénéficie d?un dégagement sur le lac.

Il est agrémenté de spacieux espaces extérieurs totalisant env. 35m2.

Les grandes baies vitrées et l'orientation sud apportent une luminosité optimale.

L'appartement est modulable ; il est encore également possible de modifier la configuration intérieure.

Pour un dossier complet, merci de remplir le formulaire ou me contacter par téléphone au 079 510 34 52.",Appartements,1542219820,20352680,,1003, 885'000.-,Nouveau et rare: Appartement neuf au coeur de,s,Habitatlac Sàrl,2.5,,Offres de vente
150,"Idéalement situé, au c?ur de la ville et à quelques pas de la gare, cet appartement neuf bénéficie d?un joli dégagement sur le lac.

Les propriétaires de cet appartement de 3.5 pièces en rez-de jardin auront le privilège de profiter d?un jardin au milieu de la ville ! 
En plus du jardin, cet appartement d'une surface pondérée d'environ 93 m2, bénéficie également d'une terrasse d'env. 41 m2.

L'appartement est modulable ; il est encore également possible de modifier la configuration intérieure.

Pour un dossier complet, merci de remplir le formulaire ou me contacter par téléphone au .",Appartements,1542219324,20352684,,1003, 1'100'000.-,Rare Appartement neuf avec jardin en plein c,s,Habitatlac Sàrl,3.5,,Offres de vente
151,"Ce bel appartement situé à proximité immédiate du centre-ville est composé de la façon suivante : 

- 1 cuisine agencée avec coin à manger
- 1 grand salon avec parquet au sol
- 2 chambres à coucher spacieuses
- 1 salle de bains
- 1 WC séparé
- 1 cave

Cet appartement est à louer dès le 1er octobre 2018.

Nous vous rendons attentifs que toutes les peintures et parquets seront refaits.

Afin de visiter le logement, nous vous prions de bien vouloir prendre contact avec le locataire actuel, M. Donnet, au .

Lors de votre arrivée, nous vous prions de bien vouloir sonner chez Monsieur Donnet (locataire actuel).

En cas d'intérêt pour l'objet, merci de nous transmettre les documents suivants:

- Demande de location ()
- Copie de l'extrait de l'Office des poursuites (moins de 2 mois)
- Copie de la dernière fiche de salaire
- Copie de la carte d'identité ou du permis de séjour",Appartements,1542215905,23420965,Avenue de France 18A,1004, 2'210.- par mois,A seulement deux minutes à pied du centre-vil,u,Wincasa Agence Lausanne,3.5,86m²,Offres de location
152,"Idéalement situé, au c?ur de la ville et à quelques pas de la gare, cet appartement neuf bénéficie d?un joli dégagement sur le lac.

Les propriétaires de cet appartement de 3.5 pièces en rez-de jardin auront le privilège de profiter d?un jardin au milieu de la ville ! 
En plus du jardin, cet appartement d'une surface pondérée d'environ 96 m2, bénéficie également d'une terrasse d'env. 60 m2.

L'appartement est modulable ; il est encore également possible de modifier la configuration intérieure.

Pour un dossier complet, merci de remplir le formulaire ou me contacter par téléphone au .",Appartements,1542210163,20352685,,1003, 1'150'000.-,Jardin à côté de la gare de Lausanne: Apparte,s,Habitatlac Sàrl,3.5,,Offres de vente
153,"En plein centre de Lausanne, à seulement quelque mètres des transports et de toutes les commodités ce logement s'adapte à un mode de vie citadin.

Situé au 6ème étage d'un immeuble classé historique l'appartement baigné de lumière offre 110 m2 habitables. 

Entièrement refait à neuf dans un style moderne l'appartement dispose d'aménagements de caractères tels que de belles poutres apparentes, de grandes baies vitrées et un puit de lumière.

Il se compose d'une cuisine entièrement équipée ouverte sur un grand séjour/salle à manger jouissant d'une belle hauteur sous plafond, une suite parentale avec salle de douche en suite, deux grandes chambres et une salle de bain avec wc.",Appartements,1542209840,20354162,Mauborget 4,1003, 3'870.- par mois,Superbe 4.5 pièces au coeur de Lausanne,u,Régie du Rhône SA,4.5,110m²,Offres de location
154,"Idéalement situé, au c?ur de la ville et à quelques pas de la gare, cet appartement neuf de 2.5 pièces bénéficie d?un dégagement sur le lac.

Il est agrémenté de spacieux espaces extérieurs totalisant env. 28 m2.

Les grandes baies vitrées et l'orientation sud apportent une luminosité optimale.

L'appartement est modulable ; il est encore également possible de modifier la configuration intérieure.

Pour un dossier complet, merci de remplir le formulaire ou me contacter par téléphone au .",Appartements,1542206366,20352682,,1003, 950'000.-,Nouveau et rare: Appartement neuf au coeur de,s,Habitatlac Sàrl,2.5,,Offres de vente
155,"situé dans le quartier de la Blécherette, endroit calme et verdoyant, non loin d'un centre commercial et à proximité des lignes de transports publics, 
cuisine agencée, salle de bains, WC séparé, balcon.",Appartements,1542202688,24653658,Chemin des Bossons 47,1018, 1'535.- par mois,"Appartement rafraîchi de 3.5 pièces, 2ème éta",u,Golay Immobilier SA,3.5,72m²,Offres de location
156,"Appsrtement comprenant un hall, une cuisine agncée, un séjour, 2 chambres, un salle de bains wc, un balcon et une cave.",Appartements,1542187784,24648544,Chemin de la Covatannaz 12,1032, 1'250.- par mois,Apprartement de 3 pièces à louer,u,evam,3,,Offres de location
157,"DUREE DE LOCATION du 1. février 2019 au 1. juillet 2019 (au minimum 6 mois, après entente)

En général
70m², au 2. étage, 1 chambre à coucher, 1 bureau (peut servir comme chambre à coucher), dans bâtiment ancien , récemment rénové, en état neuf, salon avec parquet/sol stratifié, chambre à coucher avec parquet/sol stratifié
3 personnes max., familles avec enfants bienvenues

Lien direct: 
Tous Lausanne: 

Remarques complémentaires concernant le loyer
Chauffage, électricité, eau, internet incl.

PRIX WIN L'offreur de ce bien loue à ses propres frais. Le loyer publié comprend également les frais de service d'UMS.

Ameublement
de bon goût, style design
1 grand lit, 1 canapé-lit 

Equipement 
hifi, internet, placards
lave-linge & séchoir  (usage en commun)

Cuisine
Cuisine equipée pour 4 personnes
cuisine indépendante, cuisinière vitrocéramique, cafetière

Salles de bain / douche / wc
1 douche dans la baignoire & wc

Environnement
environnement urbain, état tranquille, choix de commerces à proximité, espace de détente et de loisirs à proximité

Transports publics
3 min. à pied de la station des transports publics Elysée
7 min. de trajet de la gare Lausanne

Voiture
parking public
accès autoroute à proximité

Mots-clés
solution temporaire moyenterme déménagement affaires sabbatique

**********************************************

3½ ROOM APARTMENT IN LAUSANNE, FURNISHED, TEMPORARY

RENTAL PERIOD from 1. February 2019 to 1. July 2019 (min. 6 months, by arrangement)

General information
70m², on 2. floor, 1 bedroom, 1 home office (can be used as bedroom), in older building, recently renovated, as good as new, parquet/laminate in living room, parquet/laminate in bedroom(s)
3 persons max., families with children welcome

Direct link: 
All Lausanne: 

Complementary remarks on the rent
Heating, electricity, water, internet incl.

WIN PRICE The provider offering this property is renting out at cost price. The published rent also includes the UMS service fee.

Furniture
stylish, design style
1 double bed, 1 sofa bed

Equipment
HiFi, internet, built-in closets
washing machine & tumbler (to be shared)

Kitchen
Kitchen equipped for 4 persons
separate kitchen, ceramic stove top, coffee maker

Bath / Shower / Toilet
1 shower in tub & toilet

Environment
urban area, quiet location, shopping facilities nearby, recreation area nearby

Public transport
3 min. to walk to public transport station Elysée
7 min. to ride to train station Lausanne

Car
Public parking nearby
Access to motorway

Keywords
shortterm medium term expat relocation business HR sabbatical workation digitalnomad",Appartements,1542187784,24648540,,1006, 2'520.- par mois,"APPARTEMENT 3½ PIÈCES À LAUSANNE, MEUBLÉ, DUR",u,UMS SA - Service Sous-location - Temporary Housing,3.5,70m²,Offres de location
158,"Nous vous proposons à la location un bel appartement de 3.5 pièces au 3ème étage. L'immeuble se trouve au centre de ville de Lausanne et possède un ascenseur. Extrêmement bien desservi par les transports publics et proche des divers commerces et restaurants aux alentours.

L'appartement est composé de :

- un hall
- une cuisine ouverte avec accès terrasse
- un séjour
- un balcon
- salle de bains/WC
- un WC séparé
- deux chambres

Les locataires actuels organisent une visite groupée le 26 novembre 2018 de 18h30 à 19h30

L'agence est également disponible au  pour de plus amples informations",Appartements,1542184749,24648555,Saint-Martin 25,1005, 2'065.- par mois,Bel appartement de 3.5 pièces au 3ème étage,u,rosset & cie sa,3.5,83m²,Offres de location
159,"Bel appartement avec vue sur le lac, comprenant :  

1 hall d'entrée avec  armoires murales
1 séjour lumineux avec balcon
1 cuisine agencée habitable fermée
2 chambres à coucher
1 salle-de-bains/WC

L'unique visite groupée de cet objet est fixée au lundi 19 novembre de 18h00 à 19h30

Merci de vous rendre directement sur place à la date et à l'heure précitées.

En cas d'intérêt pour cet objet, merci de nous faire parvenir les documents suivants :

- Demande de location ()
- Copie de la carte d'identité ou du permis de séjour
- Copie de l'extrait de l'Office des poursuites (moins de 3 mois)
- 3 dernières fiches de salaires

Ne seront pris en considération que les dossiers complets.",Appartements,1542184637,24647485,Av. du Grey 14,1004, 1'889.- par mois,Proche des commodités avec vue sur le lac,u,Wincasa Agence Lausanne,3.5,82m²,Offres de location
160,"Location pour un bail à loyer à durée déterminéé jusqu'au 31 mars 2020.

Bel appartement avec vue sur le lac, comprenant :  

1 hall d'entrée avec  armoires murales
1 séjour lumineux avec balcon
1 cuisine agencée habitable fermée
2 chambres à coucher
1 salle-de-bains/WC

Une fois la visite effectuée et en cas d'intérêt de votre part, merci de nous adresser le formulaire de demande de location que vous trouverez sur notre site, dûment complété et signé, accompagné des documents suivants :

- pièce d'identité ou permis de séjour
- trois dernières fiches de salaires
- extrait original récent de l'Office des poursuites",Appartements,1542184637,24647479,Av. du Grey 44,1004, 1'652.- par mois,Proche des commodités avec vue sur le lac,u,Wincasa Agence Lausanne,3.5,70m²,Offres de location
161,"Au c?ur de la ville et à quelques pas de la gare, cet appartement neuf bénéficie d?une splendide vue sur le lac et les montagnes.

Ce magnifique appartement de 4.5 pièces bénéficie d'une pièce à vivre d'environ 70 m2 et profite d'une magnifique vue sur le lac et les Alpes tout en étant à deux pas de la gare et de toutes les commodités. 

Les appartements sont modulables ; il est encore également possible de modifier la configuration intérieure.

Les grandes baies vitrées et l'orientation sud apportent une luminosité optimale.

Pour un dossier complet, merci de remplir le formulaire ou me contacter par téléphone au .",Appartements,1542183969,20352676,,1003, 1'800'000.-,Rare Appartement neuf avec jardin en plein c,s,Habitatlac Sàrl,5.5,,Offres de vente
162,"Dans le quartier dynamique de Sébeillon. Dessinés par des architectes de renom et labellisés «Minergie», ce nouveau bâtiment de qualité est à proximité du centre-ville et très accessible en transports publics.
Magnifique appartement avec terrasse de 11 m2 et dégagement.
Logement composé d'un hall avec armoire, d'une cuisine entièrement agencée avec colonne lave/sèche-linge ouverte sur le séjour, d'une salle de bains avec baignoire, d'un WC séparé, et de 3 chambres.",Appartements,1542172195,24644994,Avenue de Sévelin 13 B,1004, 2'590.- par mois,Magnifique appartement avec terrasse de 11 m2,u,Lausanne,4.5,90m²,Offres de location
163,"Cuisine : ouverte s/coin manger / Agencement : congélateur, cuisinière électrique, frigo, hotte ventilation, lave-vaisselle, vitrocéram / Caractéristiques : balcon, hall, réduit, cave",Appartements,1542172195,24644863,ch. de maillefer 137,1052, 2'270.- par mois,Appartement,u,retraites populaires,3.5,88m²,Offres de location
164,"Ce petit immeuble, implanté dans un quartier calme et verdoyant, proche de toutes commodités. Arrêt de bus TL n° 42 à deux pas.

L'appartement se compose de la manière suivante:

- Cuisine agencée et équipée (deux plaques de cuisson et réfrigérateur);
- Une chambre;
- Une salle de bains/WC;
- Une cave.

Le bâtiment contient une buanderie commune, avec lave-linge, sèche-linge.

Pour convenir une visite, veuillez contacter le locataire actuel au .

Seuls les dossiers complets seront pris en considération, soit :
- Formulaire d'inscription dûment rempli (disponible sur notre site internet);
- Attestation de l'Office des Poursuites récente (max. 3 mois);
- Dernières fiches de salaire;
- Copie de pièce d'identité ou du permis de séjour (B ou C).

BAIL FIXE DE DURÉE DÉTERMINÉE DE 5 ANS, AVEC POSSIBILITÉS DE RESILIATION UNILATÉRALE PAR LE LOCATAIRE.",Appartements,1542172195,24064784,Ch. du Devin 57,1012, 910.- par mois,"Quartier de Chailly, spacieux 1.5 pièce",u,Apleona Real Estate SA,1.5,29m²,Offres de location
165,"Nous vous proposons ce grand logement entièrement rénové situé à 3 kilomètres de l'accès autoroutier et à 5 minutes du centre-ville de Lausanne. Il comprend:  

- Cuisine agencée 
- Séjour avec du parquet 
- 2 Chambres à coucher avec du parquet 
- Salle de bain 
- Ascenseur, cave

Pas nécessaire de vous déplacer au centre-ville pour faire vos courses car vous trouverez tout ce dont vous aurez besoin le long de l'Avenue d'Echallens. 

Nous nous réjouissons de votre prise de contact.",Appartements,1542124836,24638149,Avenue d'Echallens 121,1004, 1'945.- par mois,Appartement rénové,u,Livit SA,3.5,99m²,Offres de location
166,"Votre appartement en pleine nature
verbel

Véritable havre de paix et de verdure à quelques minutes de Lausanne, la commune d'Epalinges est desservie par de nombreuses lignes de bus (45, 46, 62 et 64), ainsi que par le métro M2 (station Croisettes). L'autoroute A9, à laquelle on accède en cinq minutes par l'entrée Vennes, permet un accès rapide en voiture.  Le centre du village et ses commerces sont à deux pas et l'Ecole Hôtelière de Lausanne, classée parmi les meilleures du monde, à peine plus loin.

Grand Chemin vous propose un ensemble de deux bâtiments qui se font face et se complètent. L'un regroupe des appartements élégants et spacieux, l'autre accueille des activités commerciales. Situé au coeur d'un quartier résidentiel, cet ensemble offre le luxe de la vie en pleine nature - avec la forêt du Bois de la Chapelle en toile de fond.

Les vues y sont imprenables quelle que soit l'orientation de l'appartement retenu et les commerces et services à proximité : parking souterrain pour voitures, vélos et poussettes, espaces de vie communs avec jardin, cour privative, aire de jeux et commerces.

Pour plus d'informations, nous vous invitons à cliquer sur le lien ci-dessous: 
verbel",Appartements,1542122852,24639915,,1066, 595'000.-,3.5 pièces de 82.9 m²,s,Verbel SA Lausanne,3.5,82m²,Offres de vente
167,"Votre appartement en pleine nature
verbel

Véritable havre de paix et de verdure à quelques minutes de Lausanne, la commune d'Epalinges est desservie par de nombreuses lignes de bus (45, 46, 62 et 64), ainsi que par le métro M2 (station Croisettes). L'autoroute A9, à laquelle on accède en cinq minutes par l'entrée Vennes, permet un accès rapide en voiture.  Le centre du village et ses commerces sont à deux pas et l'Ecole Hôtelière de Lausanne, classée parmi les meilleures du monde, à peine plus loin.

Grand Chemin vous propose un ensemble de deux bâtiments qui se font face et se complètent. L'un regroupe des appartements élégants et spacieux, l'autre accueille des activités commerciales. Situé au coeur d'un quartier résidentiel, cet ensemble offre le luxe de la vie en pleine nature - avec la forêt du Bois de la Chapelle en toile de fond.

Les vues y sont imprenables quelle que soit l'orientation de l'appartement retenu et les commerces et services à proximité : parking souterrain pour voitures, vélos et poussettes, espaces de vie communs avec jardin, cour privative, aire de jeux et commerces.

Pour plus d'informations, nous vous invitons à cliquer sur le lien ci-dessous: 
verbel",Appartements,1542122851,23525733,,1066, 295'000.-,"Studio de 24,8 m²",s,Verbel SA Lausanne,1,24m²,Offres de vente
168,"L'agence immobilière Bauma vous propose un appartement de prestige situé aux deux derniers niveaux d?une résidence haut de gamme de quatre logements à proximité du golf de Lausanne.

Les pièces sont spacieuses, chaque chambre à coucher possède sa salle de bain ainsi que son dressing.

Entrée séparée pour le personnel avec espace conçu pour le personnel.",Appartements,1542121018,21413821,,1066, 11'300.- par mois,Résidence Eden Golf,u,Agence Bauma,Plus de 7,540m²,Offres de location
169,"Appartement idéalement placé, contenant un séjour, une kitchenette, une salle-de-bains, une chambre et un balcon",Appartements,1542117605,24688500,Rue de la Borde,1018, 1'330.- par mois,"305 - App.2.0p.,3ème étage",u,Régie ZIMMERMANN SA Agence de Lausanne,2,38m²,Offres de location
170,"en plein centre-ville, situÃ© dans une rue piÃ©tonne avec commerces et transports publics Ã  proximitÃ©,
pourvu d'un hall, cuisine entiÃ¨rement agencÃ©e, grand sÃ©jour-salle Ã  manger, 2 mezzanines,1 chambre Ã  coucher avec salle de douche attenante,  salle de bains-WC, poutre apparentes et cheminÃ©e.",Appartements,1542095324,24627479,Rue de la Tour 14,1004, 2'310.- par mois,Magnifique appartement 3.5 piÃ¨ces avec beauco,u,Golay Immobilier SA,3.5,131m²,Offres de location
171,"Immeuble dans un quartier résidentiel, proche du centre ville et de toutes les commodités.
En plein coeur de Lausanne.
Joli studio avec cuisine agencée, salle de bains et balcon.",Appartements,1542085758,24626081,Avenue de Florimont 22,1006, 1'130.- par mois,En plein coeur de Lausanne.,u,Lausanne,1,24m²,Offres de location
172,"Magnifique villa datant des années 1900, de très haut standing 700 m2 habitables, vue lac sur les hauteurs de Lausanne. Belle parcelle de 1000 m2 bien arborée.

Stunning house dating from early 1900, around 700 m2 living space, hight ceiling, wooden floor. Top location, beautiful plot of land of around 1000 m2",Maisons,1542085758,24626075,Béthusy,1005, 12'900'000.-,"Superbe villa, 700m2 hab, style 1900, vue lac",s,Quality Living,,,Offres de vente
173,"Magnifique appartement triplex de 5,5 pièces d'environ 113 m2 et une mezzanine de 30 m2, situé dans la charmante commune du Mont-sur-Lausanne, Routte des Martines 1. 

Il est composé comme suit : 

Au rez-de-chaussée : Une belle entrée avec porte-habits et local de rangement, une salle de douche avec WC/lavabo, un grand local buanderie avec une colonne de lavage, une jolie cuisine agencée ouverte sur une salle à manger avec poêle suédois, une pièce à vivre, une terrasse de 8,5 m2 orientée nord et une terrasse de 10,5 m2 orientée sud, entrée individuelle. 

Au 1er étage : 4 chambres mansardées et une salle de bain avec WC/lavabo. 

Au 2ème étage : Une grande mezzanine de 30m2. 

Loyer sans charges : 3'350 
Charges : 300.- 
Place de parc extérieure comprise 

Disponible de suite ",Appartements,1542085758,24626059,,1052, 3'350.- par mois,Magnifique triplex 5.5 p / 4 CH / 1 SDB + mez,u,La Cote Relocation,5.5,113m²,Offres de location
174,"Immeuble du centre, proche de Beaulieu.
Appartement de 2 pièces entièrement rénové en 2017 avec balcon.
Logement composé d'une cuisine agencée, d'un séjour, d'une chambre et d'une salle de bains.",Appartements,1542085758,24626029,Chemin des Rosiers 3,1004, 1'370.- par mois,Appartement de 2 pièces entièrement rénové en,u,Lausanne,2,38m²,Offres de location
175,"L'appartement d'exception entièrement rénové avec des matériaux de haute qualité, très modern tout en protégeant son originalité. Il se trouve au dernière étage (5 ém) d'un bel immeuble de 1900, avec une très jolie vue sur le lac et les Alpes appréciable depuis jolie terrace.

Cet attique (Loft)  comprend :
- Un double séjour-salle à manger de 40m2 avec cheminée et l?accès au grand balcon du sud avec  la vue panoramique sur le lac.
- 3 chambres à coucher avec beau parquet et haut plafonds avec l?accés, depuis toutes les chambres, au grand balcon du Nord.
La garnde chambre parentale a sa propre salle de Bains avec jacuzzi-douche et WC.
- La cuisine est moderne et spacieuse. Elle est entièrement agencée avec des électroménagers de haute qualité  (ZUG, 2 fours, dont un à vapeur-combi, lave-vaisselle, grand frigo, 3 bacs congelation, induction..) avec accès au terrace.
- Une  jolie salle de douche avec lavabo séparé
- Un WC séparés avec un lavabo 
- Une colonne de machine à laver le linge et sécher le ligne de top qualité (ZUG) se trouvent dans l'appartement, 
- Un spacieux hall d'entrée 
- 2 grande terraces moderne  (16m2 chaque un)  revetûe de matériaux de qualité 
-  Et une grande Cave
Toutes les pieces sont équipé de stores électrique très pratique.

L?immeuble est proche de toutes commodités (2 supermarchés. Migros à 50m, Coop à 200m), 2 lignes de bus ( à 5munutes de la Gare) l?école primaire et de plusieurs parques&hellip;
Ce bien attise votre curiosité ? contactez-nous pour le visiter.
 

Possibilité de louer en sus un garage-box au prix de CHF 200.00/mois. Ou/et une place de parc extérieure pour CHF 60.00/mois.",Appartements,1542058721,23388268,Avenue Druey 13,1018, 4'580.- par mois,"Magnifique Attique rénové, modern et calme au",u,Arslan,4.5,,Offres de location
176,"Appartement studio de 1,5 piÃ¨ces avec balcon et vue lac. Totalement meublÃ©s et Ã©quipÃ©s avec, Wi-Fi, TV par cÃ¢ble Swisscom, cuisine amÃ©ricaine avec machine Ã  cafÃ©, bouilloire, micro-onde, toaster, lave-vaisselles, outils de cousine...
Ce superbe appartement est situÃ©s au centre de Lausanne dans un immeuble entiÃ¨rement rÃ©novÃ© avec ascenseur dans un quartier trÃ¨s calme et central situÃ© Ã  proximitÃ© de tous les commerces et transport public.",Appartements,1542053158,22373918,Passage Montriond 4,1006, 1'990.- par mois,STUDIO VEU LAC PRCHE DE LA GARE DE LAUSANNE,u,Arnaud Group Immo SA,1,35m²,Offres de location
177,"La + vaste offre de 1-2-3-4 pces neufs ou rénovés gare et centre ville. Dès 1 mois et jusqu'à 2 ans. Tarifs dégressifs tout inclus. Wifi internet pro. Pl. de parc. Pas de commission d'agence.
Voitures hybrides ou électriques à disposition.

Fast treatment of your dossier for the widest selection of new 1-2-3-4 room furnished flats. From 1 month rent. Pro WiFi internet inclusive. Parking places. No agency commissions. Decreasing prices for long stays.
Hybrid and electric cars also available during your stay.",Appartements,1542042026,20295838,St François Gare,1003, 1'750.- par mois,Lausanne Gare et centre. Grand choix meublés,u,SMI Swiss Mountains Investments SA,1.5,40m²,Offres de location
